,categoria,subcategoria,prestacion,tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_comuna,domicilio_barrio,domiclio_calle,domicilio_altura,lat,lon,canal,genero,estado_del_contacto,fecha_cierre_contacto,hora_cierre_contacto
3096,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,01:53:53,13,NUÑEZ,PAROISSIEN,1724.0,-34.5434747529985,-58.463444927256,App BA 147,Masculino,Abierto,,
3097,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,18:23:05,11,VILLA SANTA RITA,CAMPANA,1747.0,-34.61455372709,-58.4860516261139,App BA 147,Femenino,Abierto,,
3098,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-22,18:23:15,14,PALERMO,GURRUCHAGA,1974.0,-34.5869176798713,-58.4255712549785,GCS Web,Masculino,Cerrado,23/08/2021,00:00:00
3099,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,02:56:38,6,CABALLITO,AVELLANEDA AV.,1759.0,-34.620959844377,-58.455640595561,App BA 147,Femenino,Cerrado,23/08/2021,00:00:00
3100,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,02:20:44,2,RECOLETA,"MANSILLA, LUCIO NORBERTO, GENERAL",2986.0,-34.5946222423268,-58.4088795802949,App BA 147,Masculino,Cerrado,23/08/2021,00:00:00
3101,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,02:58:46,6,CABALLITO,AVELLANEDA AV.,1753.0,-34.6209288218245,-58.4555538283364,App BA 147,Femenino,Cerrado,23/08/2021,00:00:00
3102,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,04:37:50,1,MONSERRAT,REPUBLICA BOLIVARIANA DE VENEZUELA,1434.0,-34.6146241425923,-58.3864738806838,App BA 147,Masculino,Cerrado,23/08/2021,00:00:00
3103,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,20:03:50,10,VILLA LURO,CAJARAVILLA,4500.0,-34.6399801086507,-58.4898352130568,App BA 147,Femenino,Cerrado,24/08/2021,00:00:00
3104,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-22,14:58:29,14,PALERMO,GORRITI,5099.0,-34.5888327454306,-58.4319779618197,GCS Web,Masculino,Cerrado,31/08/2021,00:00:00
3105,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,14:07:53,11,VILLA DEVOTO,MERCEDES,3335.0,-34.6048562815134,-58.5085886188932,Comuna,Femenino,Abierto,,
3106,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,11:44:26,2,RECOLETA,MONTEVIDEO,1296.0,-34.5943705707189,-58.3901076438467,GCS Web,Femenino,Abierto,,
3107,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,12:27:21,11,VILLA DEL PARQUE,"BEIRO, FRANCISCO AV.",3482.0,-34.5997844121864,-58.5018584513083,GCS Web,Femenino,Abierto,,
3108,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,23:00:32,6,CABALLITO,DIAZ VELEZ AV.,5155.0,-34.6087152681463,-58.4394547431696,GCS Web,Masculino,Abierto,,
3109,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,18:08:25,14,PALERMO,ARENALES,3498.0,-34.5864679745112,-58.4121752166788,GCS Web,Femenino,Abierto,,
3110,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-23,17:16:52,15,PARQUE CHAS,ANDONAEGUI,1245.0,-34.5877646898095,-58.4790700333923,App BA 147,Femenino,Abierto,,
3111,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,20:33:09,9,MATADEROS,GUAMINI,3136.0,-34.6713168710345,-58.4990694608891,App BA 147,Masculino,Abierto,,
3112,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-23,14:21:59,3,BALVANERA,LA RIOJA,365.0,-34.6146550936742,-58.4085303060674,App BA 147,Masculino,Abierto,,
3113,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-23,12:54:55,4,BARRACAS,"MONTES DE OCA, MANUEL AV.",467.0,-34.6338206987099,-58.3757100572159,App BA 147,Femenino,Cerrado,23/08/2021,00:00:00
3114,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,10:06:17,12,COGHLAN,"BALBIN, RICARDO, DR. AV.",3241.0,-34.5580353830319,-58.476126214721,GCS Web,Masculino,Cerrado,02/09/2021,00:00:00
3115,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-23,19:47:39,15,CHACARITA,FRAGA,723.0,-34.5841447060793,-58.4537954119118,GCS Web,Femenino,Cerrado,24/08/2021,00:00:00
3116,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-23,19:48:23,12,SAAVEDRA,CABILDO AV.,,-34.5438186239094,-58.4720947132851,GCS Web,Femenino,Abierto,,
3117,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-23,17:04:51,12,SAAVEDRA,CABILDO AV.,,-34.5438186239094,-58.4720947132851,App BA 147,Femenino,Cerrado,24/08/2021,00:00:00
3118,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-24,12:14:19,14,PALERMO,"SEGUI, JUAN FRANCISCO",3607.0,-34.5787921975999,-58.4094899971049,Comuna,Femenino,Abierto,,
3119,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-24,13:42:51,15,PATERNAL,PAZ SOLDAN,4950.0,-34.5937568600259,-58.4677939109819,GCS Web,Femenino,Abierto,,
3120,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-24,09:30:18,14,PALERMO,"VEGA, NICETO, CNEL. AV.",5626.0,-34.5865572247362,-58.4397125765063,App BA 147,Femenino,Abierto,,
3121,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-24,22:42:23,1,MONSERRAT,CHILE,419.0,-34.6159917794156,-58.3720666382244,App BA 147,Masculino,Abierto,,
3122,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-24,17:45:27,15,PARQUE CHAS,LAS INDIAS,1015.0,-34.5906619919611,-58.4775010455698,App BA 147,Femenino,Abierto,,
3123,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-24,15:57:29,12,VILLA URQUIZA,TRIUNVIRATO AV.,4450.0,-34.5761176022829,-58.483656561947,GCS Web,Femenino,Abierto,,
3124,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-24,19:40:18,3,BALVANERA,LA RIOJA,367.0,-34.6146550936742,-58.4085303060674,App BA 147,Femenino,Abierto,,
3125,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-24,09:29:17,12,COGHLAN,"PEREZ, ROQUE",2700.0,-34.5630479724818,-58.4721820690788,GCS Web,Femenino,Cerrado,25/08/2021,00:00:00
3126,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-24,11:05:35,13,COLEGIALES,"GARCIA, TEODORO",2595.0,-34.5717595231767,-58.4471974037365,App BA 147,Femenino,Cerrado,25/08/2021,00:00:00
3127,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-24,11:06:24,13,COLEGIALES,"GARCIA, TEODORO",2595.0,-34.5717595231767,-58.4471974037365,App BA 147,Femenino,Cerrado,25/08/2021,00:00:00
3128,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-24,16:05:08,13,BELGRANO,ARRIBEÑOS,2299.0,-34.5562916202914,-58.4515489226356,App BA 147,Masculino,Cerrado,02/09/2021,00:00:00
3129,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-24,19:03:23,13,BELGRANO,ECHEVERRIA,2948.0,-34.5659779343635,-58.4608842426602,GCS Web,Masculino,Cerrado,26/08/2021,00:00:00
3130,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,17:20:05,7,FLORES,LAUTARO,362.0,-34.6313454499407,-58.4556783297464,GCS Web,Femenino,Abierto,,
3131,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,20:52:49,2,RECOLETA,PARAGUAY,1536.0,-34.5984433528896,-58.3887288661875,GCS Web,Femenino,Abierto,,
3132,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,00:00:50,14,PALERMO,"BORGES, JORGE LUIS",1702.0,-34.5879653566334,-58.4291212810166,GCS Web,Masculino,Abierto,,
3133,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,21:26:02,15,CHACARITA,DORREGO AV.,946.0,-34.5902925665416,-58.4465618880484,GCS Web,Femenino,Abierto,,
3134,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,18:40:17,14,PALERMO,GODOY CRUZ,2509.0,-34.5806536588586,-58.4269304939049,GCS Web,Masculino,Abierto,,
3135,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,13:34:39,4,BARRACAS,"MONTES DE OCA, MANUEL AV.",567.0,-34.6349401699341,-58.3753957021811,GCS Web,Masculino,Abierto,,
3136,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,17:25:24,6,CABALLITO,GUAYAQUIL,124.0,-34.6197379297867,-58.4301882957164,GCS Web,Masculino,Abierto,,
3137,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,09:17:00,7,PARQUE CHACABUCO,DIRECTORIO AV.,430.0,-34.6279428680437,-58.4328046757805,GCS Web,Femenino,Abierto,,
3138,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,21:24:27,15,VILLA CRESPO,SERRANO,382.0,-34.5973815129317,-58.4439399083614,GCS Web,Femenino,Abierto,,
3139,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,23:32:42,8,VILLA LUGANO,ESCALADA AV.,4531.0,-34.6784053651338,-58.452661455321,App BA 147,Femenino,Abierto,,
3140,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,00:42:45,4,BOCA,"VALLE, ARISTOBULO DEL",902.0,-34.635188531818,-58.3663324074865,App BA 147,Femenino,Abierto,,
3141,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,10:40:08,13,BELGRANO,MONROE,1525.0,-34.5531715573539,-58.4514131567831,App BA 147,Femenino,Abierto,,
3142,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,18:01:31,3,BALVANERA,CORDOBA AV.,1840.0,-34.5997316129607,-58.3935185388009,App BA 147,Femenino,Abierto,,
3143,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-25,21:32:44,11,VILLA DEVOTO,"MISTRAL, GABRIELA",3980.0,-34.5956299922101,-58.5151752065302,GCS Web,Masculino,Cerrado,26/08/2021,00:00:00
3144,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-25,13:47:34,11,VILLA GRAL. MITRE,CAMARONES,1531.0,-34.6039539727213,-58.4631552367948,Operador GCBA,Masculino,Cerrado,31/08/2021,00:00:00
3145,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-25,12:43:16,11,VILLA GRAL. MITRE,CAMARONES,1531.0,-34.6039539727213,-58.4631552367948,GCS Web,Masculino,Cerrado,25/08/2021,00:00:00
3146,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,14:15:09,2,RECOLETA,JUNCAL,2449.0,-34.5912146834082,-58.4017605615545,Operador GCBA,Femenino,Cerrado,26/08/2021,00:00:00
3147,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,11:42:11,2,RECOLETA,JUNCAL,2449.0,-34.5912146834082,-58.4017605615545,GCS Web,Femenino,Cerrado,25/08/2021,00:00:00
3148,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,19:49:19,5,BOEDO,"GARAY, JUAN DE AV.",3960.0,-34.6319075200744,-58.4200026756503,GCS Web,Masculino,Cerrado,26/08/2021,00:00:00
3149,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-25,17:03:08,14,PALERMO,FRAY JUSTO SANTAMARIA DE ORO,2363.0,-34.5807661027955,-58.42563211677,GCS Web,Femenino,Cerrado,02/09/2021,00:00:00
3150,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,19:31:30,1,SAN NICOLAS,RODRIGUEZ PEÑA,262.0,-34.6059583435463,-58.3908180683684,GCS Web,Masculino,Abierto,,
3151,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,23:10:13,1,MONSERRAT,MEXICO,524.0,-34.6149093461655,-58.3736663175137,GCS Web,Masculino,Abierto,,
3152,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,22:01:06,15,VILLA CRESPO,CORDOBA AV.,4788.0,-34.5929785372596,-58.432236325521,GCS Web,Femenino,Abierto,,
3153,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,18:11:01,13,BELGRANO,"UGARTE, MANUEL",1706.0,-34.5527716879622,-58.4548710500621,App BA 147,Femenino,Abierto,,
3154,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-26,20:31:44,14,PALERMO,FITZ ROY,1818.0,-34.5831323427689,-58.4352266207374,App BA 147,Femenino,Abierto,,
3155,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,21:45:52,14,PALERMO,FITZ ROY,1818.0,-34.5831323427689,-58.4352266207374,App BA 147,Femenino,Abierto,,
3156,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-26,19:37:55,7,FLORES,"ALBERDI, JUAN BAUTISTA AV.",2621.0,-34.6321540759779,-58.4648485016275,App BA 147,Femenino,Abierto,,
3157,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,02:53:14,13,NUÑEZ,CABILDO AV.,3342.0,-34.5520094271781,-58.4659252896624,App BA 147,Femenino,Abierto,,
3158,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-26,21:20:46,3,BALVANERA,INDEPENDENCIA AV.,3001.0,-34.6196652635704,-58.4079684369246,GCS Web,Femenino,Abierto,,
3159,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-26,15:40:50,1,SAN TELMO,BALCARCE,1375.0,-34.6238110959597,-58.3698037138237,GCS Web,Femenino,Cerrado,01/09/2021,00:00:00
3160,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-26,13:42:29,11,VILLA DEVOTO,"MISTRAL, GABRIELA",3980.0,-34.5956299922101,-58.5151752065302,Operador GCBA,Masculino,Cerrado,01/09/2021,00:00:00
3161,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-26,00:58:41,5,ALMAGRO,"SALGUERO, JERONIMO",648.0,-34.6027114867134,-58.4194807841701,App BA 147,Femenino,Cerrado,26/08/2021,00:00:00
3162,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,14:06:15,2,RECOLETA,"PACHECO DE MELO, JOSE ANDRES",2134.0,-34.5899935394738,-58.3960929979294,GCS Web,Masculino,Abierto,,
3163,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,18:42:14,15,VILLA CRESPO,CORRIENTES AV.,5491.0,-34.5973507571714,-58.4413817147432,GCS Web,Masculino,Abierto,,
3164,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,10:14:27,1,SAN NICOLAS,"PERON, JUAN DOMINGO, TTE. GENERAL",1269.0,-34.6062856280515,-58.3846144374525,GCS Web,Femenino,Abierto,,
3165,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,11:59:39,13,COLEGIALES,AMENABAR,786.0,-34.5720851097051,-58.4470413414575,GCS Web,Femenino,Abierto,,
3166,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,18:07:45,13,BELGRANO,"SUCRE, ANTONIO JOSE DE, MCAL.",860.0,-34.5543955644643,-58.4389434877652,GCS Web,Masculino,Abierto,,
3167,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,23:58:10,14,PALERMO,"DUMONT, SANTOS",2385.0,-34.5730819866437,-58.4382420158914,GCS Web,Femenino,Abierto,,
3168,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,14:01:22,13,BELGRANO,MONROE,2532.0,-34.5591610842535,-58.4612731450323,GCS Web,Masculino,Abierto,,
3169,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,10:54:49,7,FLORES,"ALBERDI, JUAN BAUTISTA AV.",2277.0,-34.6305778060625,-58.4596675540131,GCS Web,Masculino,Abierto,,
3170,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",MALOS OLORES / HUMOS / GASES TÓXICOS,Denuncia,2021-08-27,17:48:10,13,BELGRANO,"SUCRE, ANTONIO JOSE DE, MCAL.",860.0,-34.5543955644643,-58.4389434877652,GCS Web,Masculino,Abierto,,
3171,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,00:13:02,13,NUÑEZ,CRAMER AV.,3128.0,-34.5557202117667,-58.4692347871918,App BA 147,Femenino,Abierto,,
3172,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,22:57:39,14,PALERMO,FITZ ROY,2074.0,-34.5810700104093,-58.4328666027957,App BA 147,Masculino,Abierto,,
3173,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",RUIDOS MOLESTOS Y VIBRACIONES,Denuncia,2021-08-27,22:39:32,15,VILLA CRESPO,"ESCALADA DE SAN MARTIN, R.",631.0,-34.6018805754633,-58.4526347493001,App BA 147,Femenino,Abierto,,
3174,RECICLADO Y PROTECCIÓN AMBIENTAL,CONTROL AMBIENTAL,CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC),Solicitud,2021-08-27,11:38:40,7,FLORES,NEUQUEN,2865.0,-34.6209860969839,-58.473380624307,GCS Web,Masculino,Cerrado,27/08/2021,00:00:00
3175,CALLES Y VEREDAS,OTROS,AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE,Solicitud,2021-08-27,20:44:34,3,BALVANERA,INDEPENDENCIA AV.,3001.0,-34.6196652635704,-58.4079684369246,GCS Web,Masculino,Cerrado,30/08/2021,00:00:00
3176,RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,2021-08-27,14:03:00,5,ALMAGRO,SARMIENTO,4239.0,-34.6043877225616,-58.4248857724859,Operador GCBA,Masculino,Cerrado,30/08/2021,00:00:00
